id,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
114,114,松山區,建物,臺北市松山區饒河街91~120號,0,,1060412,土地0建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,NA,40.56,6,1,3,有,無,3.00E+06,73964,,0,0,親友、員工或其他特殊關係間之交易。
115,115,松山區,建物,臺北市松山區饒河街91~120號,0,,1060412,土地0建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,NA,40.56,6,1,3,有,無,3.00E+06,73964,,0,0,親友、員工或其他特殊關係間之交易。
116,116,松山區,建物,臺北市松山區饒河街91~120號,0,,1060412,土地0建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,NA,40.56,6,1,3,有,無,2500000,61637,,0,0,親友、員工或其他特殊關係間之交易。
117,117,信義區,房地(土地+建物),臺北市信義區福德街221巷3弄1~30號,33.25,住,1060409,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,88.65,3,2,1,有,無,14600000,164693,,0,0,
118,118,南港區,房地(土地+建物),臺北市南港區昆陽街151~180號,47.87,住,1060321,土地1建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,293.2,0,0,0,無,有,68800000,234652,,0,0,本件為毛胚屋交易，全室無地壁磚及油漆粉刷。
119,119,南港區,房地(土地+建物),臺北市南港區昆陽街151~180號,47.87,住,1060321,土地1建物1車位0,七層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,293.2,0,0,0,無,有,69500000,237040,,0,0,本件為毛胚屋交易，全室無地壁磚及油漆粉刷。
120,120,南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,83.76,住,1060318,土地1建物1車位2,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030618,355.56,3,2,2,有,有,56820000,159804,坡道平面,94.32,0,
121,121,南港區,房地(土地+建物)+車位,臺北市南港區向陽路196巷1~30號,36.14,住,1060318,土地1建物1車位2,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000708,196.55,3,2,2,有,有,34580000,175935,坡道機械,40.02,0,
122,122,松山區,房地(土地+建物),臺北市松山區八德路四段631~660號,4.99,商,1060314,土地1建物1車位0,十三層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1021216,50.47,0,0,0,有,有,15900000,315039,,0,0,
123,123,松山區,房地(土地+建物),臺北市松山區南京東路四段133巷6弄31~60號,41.25,住,1060331,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,加強磚造,540329,114.91,3,2,2,有,無,27380000,238273,,0,0,
124,124,中山區,房地(土地+建物)+車位,臺北市中山區林森北路571~600號,20.54,商,1060331,土地1建物2車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,225.26,3,2,2,有,有,38580000,171276,坡道平面,39.18,0,
125,125,內湖區,房地(土地+建物),臺北市內湖區民權東路六段61~90號,29.41,住,1060407,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730116,110.57,3,2,2,有,無,14580000,131862,,0,0,
126,126,中山區,房地(土地+建物),臺北市中山區德惠街167巷1~30號,17.4,住,1060318,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661216,63.97,2,2,1,有,無,8880000,138815,,0,0,含增建或未登記建物。
127,127,內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷61~90號,46.46,住,1060413,土地1建物1車位3,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015,363.44,3,2,2,有,有,49800000,153230,坡道平面,66.5,4300000,
128,128,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路120巷1~30號,176.31,住,1060415,土地2建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,901017,366.74,4,4,5,有,有,64500000,175874,坡道平面,84.26,0,
129,129,內湖區,房地(土地+建物),臺北市內湖區康寧路三段189巷46弄1~30號,38.27,住,1060419,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741217,105.13,3,2,2,有,無,1.60E+07,152193,,0,0,
130,130,中山區,房地(土地+建物)+車位,臺北市中山區松江路64巷1~30號,23.77,商,1031126,土地1建物2車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051230,155.56,0,0,1,無,有,33880000,259199,升降機械,33.52,2250000,地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由義務人自行提供屬實。（本案為預售屋）
131,131,內湖區,房地(土地+建物),臺北市內湖區新明路331~360號,9.88,工,1060407,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,980403,53.38,2,2,1,有,有,1.30E+07,243537,,0,0,夾層、挑高
132,132,中山區,房地(土地+建物),臺北市中山區新生北路三段31~60號,6.57,住,1060320,土地2建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670301,51.73,2,1,1,有,有,9650000,186546,,0,0,
133,133,內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷69弄31~60號,24.22,住,1060410,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740902,99.34,3,2,2,有,無,1.30E+07,130864,,0,0,
135,135,中山區,房地(土地+建物),臺北市中山區雙城街4巷1~30號,9.69,商,1060125,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,831018,70.93,1,1,1,有,有,11300000,159312,,0,0,含增建或未登記建物。
138,138,萬華區,房地(土地+建物),臺北市萬華區西園路一段241~270號,8.65,其他,1060120,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,NA,93.24,3,1,1,有,無,7.00E+06,75075,,0,0,親友、員工或其他特殊關係間之交易。
139,139,中正區,房地(土地+建物),臺北市中正區延平南路91~120號,6.02,商,1060425,土地1建物4車位0,地下一層,十五層,其他,商業用,鋼筋混凝土造,700225,107.83,0,0,0,無,有,10211111,94696,,0,0,借名關係消滅返還
140,140,萬華區,房地(土地+建物),臺北市萬華區武昌街二段121~150號,1.88,商,1060419,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,630806,15.24,0,0,0,無,有,1550000,101706,,0,0,本買賣標的為小坪數的攤位
141,141,中正區,房地(土地+建物),臺北市中正區漢口街一段91~120號,3.23,商,1060402,土地2建物1車位0,二層,九層,套房(1房1廳1衛),商業用,鋼筋混凝土造,NA,28.66,1,1,1,有,有,4800000,167481,,0,0,
142,142,萬華區,房地(土地+建物),臺北市萬華區中華路二段364巷17弄1~30號,33.26,住,1060317,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800227,121.77,3,2,2,有,有,21500000,176562,,0,0,
143,143,大同區,房地(土地+建物),臺北市大同區萬全街1~30號,11.3,商,1060407,土地1建物1車位0,防空避難室,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,740103,259.73,2,2,1,有,有,1.20E+07,46204,,0,0,親友、員工或其他特殊關係間之交易。
144,144,大同區,房地(土地+建物),臺北市大同區重慶北路三段113巷61~90號,12.34,商,1060324,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640723,45.06,1,2,1,有,無,2614093,58014,,0,0,親友、員工或其他特殊關係間之交易。
145,145,中正區,房地(土地+建物),臺北市中正區忠孝西路一段31~60號,3.28,商,1060405,土地5建物1車位0,四層,十五層,套房(1房1廳1衛),商業用,鋼筋混凝土造,680702,36.45,1,0,1,有,有,8600000,235940,,0,0,
146,146,文山區,房地(土地+建物)+車位,臺北市文山區指南路一段31~60號,33.4,住,1060226,土地1建物1車位1,一層，夾層,十一層,店面(店鋪),見其他登記事項,鋼筋混凝土造,950510,165.82,3,2,1,有,有,22750000,137197,坡道平面,34.21,0,
147,147,中正區,房地(土地+建物),臺北市中正區廈門街61~90號,5.88,商,1060103,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,53.71,1,1,1,有,有,13150000,244833,,0,0,
148,148,中正區,房地(土地+建物)+車位,臺北市中正區廈門街61~90號,10.12,商,1030110,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,109.21,1,2,1,有,有,26330000,252386,其他,12.81,2000000,本案為預售屋買賣。車位價款兩百萬含土地款130萬及房屋款70萬。
149,149,文山區,房地(土地+建物)+車位,臺北市文山區景文街31~60號,33.65,商,1060306,土地1建物1車位1,四層,十層,辦公商業大樓,商業用,鋼筋混凝土造,900117,295.5,0,1,1,有,有,39980000,135296,塔式車位,8.22,0,含增建或未登記建物。
150,150,文山區,房地(土地+建物),臺北市文山區福興路82巷6弄1~30號,47.54,住,1060320,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800506,118.24,3,2,2,有,無,13400000,113329,,0,0,
151,151,文山區,房地(土地+建物),臺北市文山區辛亥路四段77巷92弄1~30號,26.67,住,1060326,土地3建物1車位0,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920922,43.7,1,1,1,有,有,5940000,135927,,0,0,
152,152,文山區,房地(土地+建物),臺北市文山區羅斯福路六段61~90號,31.73,商,1060407,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040601,225.57,3,2,2,有,有,54580000,241965,,0,0,
153,153,文山區,房地(土地+建物)+車位,臺北市文山區車前路1~30號,29.98,商,1060320,土地1建物1車位3,二十八層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040427,426.63,4,2,3,有,有,74750000,200684,坡道平面,99,9000000,
157,157,文山區,房地(土地+建物),臺北市文山區萬隆街1~30號,27.5,住,1060302,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,90.03,2,2,1,有,無,11600000,128846,,0,0,含增建或未登記建物。
158,158,文山區,房地(土地+建物)+車位,臺北市文山區久康街24巷1~30號,17.87,商,1060326,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970902,229.76,4,2,2,有,有,32500000,141452,坡道平面,44.59,0,含增建或未登記建物。
159,159,文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段121~150號,6.6,住,1060320,土地1建物1車位1,六層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,970523,46.24,1,1,1,有,有,7800000,168685,坡道機械,14.9,0,
160,160,中正區,房地(土地+建物)+車位,臺北市中正區杭州南路一段14巷2弄1~30號,36.78,住,1060328,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870730,206.93,3,2,2,有,有,4.50E+07,217465,坡道平面,0,0,含增建或未登記建物。
161,161,大同區,房地(土地+建物),臺北市大同區雙連街53巷1~30號,2.85,商,1060418,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,加強磚造,NA,9.49,3,1,1,有,無,640560,67498,,0,0,親友、員工或其他特殊關係間之交易。
162,162,大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段243巷1~30號,38.28,住,1060324,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840126,178.31,4,2,2,有,有,23070000,129381,升降平面,0,0,本案車位面積無法概算。
163,163,萬華區,房地(土地+建物)+車位,臺北市萬華區康定路151~180號,11.8,商,1060410,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040527,167.95,3,2,2,有,有,23890000,142245,坡道機械,16.58,0,
164,164,萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路271~300號,8.59,商,1030529,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060113,102.09,0,0,0,無,無,22680000,229605,其他,10.28,1600000,
165,165,中山區,房地(土地+建物),臺北市中山區中山北路二段96巷31~60號,23.75,商,1060307,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,NA,80.04,1,1,2,有,無,7900000,98701,,0,0,親友、員工或其他特殊關係間之交易。
166,166,中山區,房地(土地+建物),臺北市中山區松江路362巷31~60號,22.45,商,1060402,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720725,119.09,3,2,2,有,無,21400000,179696,,0,0,陽台外推
167,167,內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路一段271~300號,19.56,住,1060225,土地4建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,801021,97.22,2,1,1,有,有,12880000,132497,坡道平面,0,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。本案車位面積無法概算。
168,168,中山區,房地(土地+建物),臺北市中山區農安街1~30號,3.5,商,1060415,土地1建物1車位0,三層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,931117,30.52,1,1,1,有,有,6750000,221166,,0,0,
169,169,中山區,房地(土地+建物)+車位,臺北市中山區松江路64巷1~30號,14.46,商,1060425,土地1建物2車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051230,100.26,0,0,1,無,有,18630000,245430,升降機械,33.52,2250000,
170,170,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷90弄1~30號,8.66,住,1060308,土地1建物1車位1,二層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,981204,54.75,1,1,1,有,有,9.00E+06,164384,升降機械,11.66,0,共有人數2人。含增建或未登記建物。內含獨立產權車位，未包含在棟數內。
171,171,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段203巷1~30號,19.03,住,1060319,土地1建物1車位1,五層，電梯樓梯間,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,850805,63.26,1,1,1,有,有,10500000,165982,坡道機械,0,0,含增建或未登記建物。本案車位面積無法概算。
173,173,中山區,房地(土地+建物),臺北市中山區新生北路二段62巷1~30號,9.09,商,1051130,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,122.53,3,2,2,有,有,27280000,222639,,0,0,
174,174,中山區,房地(土地+建物),臺北市中山區新生北路二段62巷1~30號,10.34,商,1060123,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,136.67,3,2,2,有,有,31580000,231068,,0,0,
175,175,中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,10.65,商,1051009,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,171.73,3,2,2,有,有,32700000,219653,坡道平面,33.33,2300000,
176,176,中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,10.65,商,1051219,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,170,3,2,2,有,有,33300000,226824,坡道平面,33.33,2300000,
177,177,中山區,房地(土地+建物),臺北市中山區林森北路119巷61~90號,8.84,商,1060311,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050623,38.34,1,1,1,有,有,10800000,281690,,0,0,
