id,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
1031,1031,北投區,房地(土地+建物),臺北市北投區公館路423巷1~30號,35.81,住,1060405,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820511,116.57,3,2,2,有,有,16800000,144119,,0,0,
1032,1032,北投區,房地(土地+建物),臺北市北投區中央南路二段1~30號,7.73,工,1060416,土地1建物1車位0,十八層,十九層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1040828,48.48,1,1,1,有,有,6830000,140883,,0,0,
1033,1033,士林區,房地(土地+建物),臺北市士林區中山北路六段2巷23弄1~30號,31.05,住,1060511,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730524,112.45,3,1,2,有,無,11500000,102268,,0,0,親友、員工或其他特殊關係間之交易。
1034,1034,北投區,房地(土地+建物),臺北市北投區中山路1~30號,4.97,其他,1060410,土地1建物1車位0,三層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,701231,35.79,0,0,0,無,有,3300000,92205,,0,0,
1035,1035,士林區,房地(土地+建物),臺北市士林區忠誠路一段100巷15弄1~30號,25.41,住,1060425,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770711,120.96,3,1,1,有,有,28800000,238076,,0,0,
1036,1036,松山區,房地(土地+建物),臺北市松山區民生東路三段130巷18弄1~30號,20.67,住,1060413,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641127,79.42,3,2,1,有,無,16540000,208260,,0,0,
1037,1037,松山區,房地(土地+建物),臺北市松山區南京東路五段23巷6弄1~30號,41,住,1060309,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630617,115.95,3,1,2,有,無,24500000,211298,,0,0,
1038,1038,松山區,房地(土地+建物),臺北市松山區民權東路三段103巷5弄1~30號,26.15,住,1060412,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,740326,104.75,3,1,1,有,有,16800000,160382,,0,0,陽台外推
1039,1039,松山區,房地(土地+建物),臺北市松山區八德路二段410巷91~120號,31.67,住,1060327,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761203,141.97,4,2,2,有,無,28880000,203423,,0,0,含增建或未登記建物。
1040,1040,南港區,房地(土地+建物),臺北市南港區重陽路292巷27弄1~30號,55,住,1060409,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,560708,74.62,4,3,2,有,無,20800000,278746,,0,0,含增建或未登記建物。
1041,1041,信義區,房地(土地+建物),臺北市信義區福德街268巷30弄1~30號,30.77,住,1060422,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,114.52,3,2,2,有,無,15300000,133601,,0,0,
1042,1042,松山區,房地(土地+建物),臺北市松山區民權東路三段106巷3弄1~30號,31.8,住,1060422,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680109,112.3,3,2,2,有,無,17360000,154586,,0,0,含增建或未登記建物。
1044,1044,松山區,房地(土地+建物),臺北市松山區光復南路58巷31~60號,24,住,1060325,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,NA,71.3,3,1,1,有,無,7547400,105854,,0,0,二等親間自用增值 稅買賣，以公告現值 為買賣價
1045,1045,南港區,房地(土地+建物),臺北市南港區忠孝東路六段370巷1~30號,75.5,住,1060427,土地2建物2車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,198.57,3,2,2,有,無,38500000,193886,,0,0,
1046,1046,松山區,房地(土地+建物),臺北市松山區南京東路五段31~60號,13.01,其他,1060327,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690207,132.54,3,2,2,有,有,1.20E+07,90539,,0,0,親友、員工或其他特殊關係間之交易。
1047,1047,中山區,房地(土地+建物),臺北市中山區民生東路二段61~90號,136,商,1060320,土地1建物1車位0,全,三層,透天厝,,加強磚造,NA,294,11,1,11,有,無,1.05E+08,357143,,0,0,
1048,1048,中山區,房地(土地+建物),臺北市中山區遼寧街211~240號,18.51,住,1060331,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,750609,98.45,3,2,1,有,有,18450000,187405,,0,0,
1050,1050,中山區,房地(土地+建物),臺北市中山區龍江路241~270號,36.68,住,1060424,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710506,179.18,3,2,1,有,有,38800000,216542,,0,0,頂樓加蓋
1051,1051,中山區,房地(土地+建物),臺北市中山區德惠街31~60號,2.93,商,1060421,土地1建物1車位0,十一層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,681219,27.11,1,1,1,有,有,3500000,129104,,0,0,
1052,1052,中山區,房地(土地+建物)+車位,臺北市中山區樂群二路181~210號,78.71,其他,1060310,土地1建物1車位2,九層,十一層,辦公商業大樓,見其他登記事項,見其他登記事項,1040310,458.13,0,0,0,無,有,111580000,280447,坡道平面,81.66,6000000,
1053,1053,內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路363巷61~90號,104.87,住,1060407,土地1建物1車位1,全,四層,透天厝,見使用執照,鋼筋混凝土造,890510,232.94,5,3,4,有,有,48680000,208981,坡道平面,0,0,
1054,1054,內湖區,房地(土地+建物),臺北市內湖區星雲街168巷1~30號,16.27,住,1060328,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841116,107.85,2,1,1,有,有,17200000,159481,,0,0,
1055,1055,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段450巷21弄1~30號,38.51,住,1060424,土地1建物1車位2,十一層，十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880731,209.51,3,2,2,有,有,3.80E+07,181376,坡道平面,0,0,含增建或未登記建物。本案車位面積無法概算。
1056,1056,內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段189巷91~120號,36.61,住,1060312,土地2建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840830,90.14,3,2,1,有,無,12600000,139783,坡道平面,0,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。本案車位面積無法概算。
1057,1057,中山區,房地(土地+建物)+車位,臺北市中山區明水路475巷1~30號,21.22,住,1060409,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870122,104.18,2,2,1,有,有,21250000,203954,坡道平面,0,0,含增建或未登記建物。本案車位面積無法概算。內含獨立產權車位，未包含在棟數內。
1058,1058,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段191巷62弄1~30號,68.75,住,1060415,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971106,177.36,2,2,2,有,有,3.30E+07,186062,坡道平面,31.04,0,含增建或未登記建物。
1059,1059,內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路363巷67弄1~30號,15.23,商,1060326,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,930615,95.87,3,2,2,有,有,21880000,228226,塔式車位,0,0,共有人數2人。含增建或未登記建物。本案車位面積無法概算。
1060,1060,中山區,房地(土地+建物),臺北市中山區長春路258巷31~60號,8.63,住,1060416,土地1建物1車位0,四層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,860925,29.27,1,1,1,有,有,6200000,211821,,0,0,含增建或未登記建物。
1061,1061,中山區,房地(土地+建物),臺北市中山區新生北路二段61~90號,4.82,商,1060502,土地0建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,861115,51.82,1,1,1,有,有,8500000,164029,,0,0,
1062,1062,內湖區,房地(土地+建物),臺北市內湖區內湖路三段191巷31~60號,18.2,住,1060329,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680605,73.29,3,2,1,有,無,9460000,129076,,0,0,共有人數2人。含增建或未登記建物。
1063,1063,中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段48巷31~60號,30.74,住,1060411,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930330,259.72,4,2,2,有,有,6.50E+07,250270,坡道平面,71.44,0,
1064,1064,大同區,房地(土地+建物),臺北市大同區大龍街87巷1~30號,4.71,住,1060425,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,540503,9.12,0,0,1,無,無,5.00E+05,54825,,0,0,親友、員工或其他特殊關係間之交易。
1065,1065,萬華區,房地(土地+建物),臺北市萬華區昆明街91~120號,0.39,商,1060320,土地1建物1車位0,四層,十四層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,920122,29.53,1,1,1,有,有,3900000,132069,,0,0,含增建或未登記建物。本案建物坐落於另一租賃之土地。
1066,1066,大同區,房地(土地+建物)+車位,臺北市大同區華亭街1~30號,12.94,商,1060414,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971111,132.56,3,2,2,有,有,23800000,179541,升降機械,19.83,0,含增建或未登記建物。
1067,1067,萬華區,房地(土地+建物),臺北市萬華區成都路61~90號,4.14,商,1060415,土地1建物1車位0,十二層,十三層,套房(1房1廳1衛),見使用執照,見使用執照,911224,44.35,1,0,1,有,有,7080000,159639,,0,0,含增建或未登記建物。
1068,1068,萬華區,房地(土地+建物),臺北市萬華區中華路二段504巷1~30號,17.51,住,1060512,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,63.09,2,1,1,有,有,9500000,150579,,0,0,
1069,1069,萬華區,房地(土地+建物),臺北市萬華區環河南路一段61~90號,1.77,商,1060416,土地1建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,660829,21.92,1,1,1,有,有,2500000,114051,,0,0,含增建或未登記建物。
1070,1070,萬華區,房地(土地+建物),臺北市萬華區隆昌街46巷1~30號,93,商,1060327,土地2建物4車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,680831,274.99,2,1,1,有,無,3.60E+07,130914,,0,0,
1071,1071,大同區,房地(土地+建物),臺北市大同區環河北路一段361~390號,30.22,其他,1060419,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731221,159.34,3,2,2,有,有,22500000,141207,,0,0,
1072,1072,文山區,房地(土地+建物),臺北市文山區木新路二段43巷1~30號,6.86,住,1060404,土地1建物1車位0,地下一層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,830728,58.94,1,1,1,有,有,5700000,96709,,0,0,
1073,1073,文山區,房地(土地+建物),臺北市文山區羅斯福路五段176巷3弄1~30號,35.5,住,1060417,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,101.7,3,2,2,有,無,15500000,152409,,0,0,含增建或未登記建物。
1074,1074,文山區,房地(土地+建物),臺北市文山區下崙路28巷1~30號,98,住,1060325,土地1建物1車位0,全,二層,透天厝,住家用,磚造,NA,116.2,4,2,2,有,無,28800000,247849,,0,0,共有人數2人。含增建或未登記建物。
1075,1075,文山區,房地(土地+建物)+車位,臺北市文山區政大一街271~300號,40.38,住,1060406,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031113,124.37,2,2,1,有,有,16200000,130256,坡道平面,33.09,0,本棟有電梯。
1076,1076,中正區,房地(土地+建物),臺北市中正區愛國西路48巷1~30號,45,商,1060430,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,NA,74,2,2,1,有,無,1.20E+07,162162,,0,0,
1077,1077,文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段1~30號,19.91,住,1060412,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060112,158.06,3,2,2,有,無,31860000,229392,升降機械,27.89,2000000,(1)102.12.30預售屋(2)新屋管委會尚未成立(3)車位總價200萬土地款130萬房屋款70萬
1078,1078,文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段1~30號,21.22,住,1060412,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060112,167,3,2,2,有,無,33860000,229027,升降機械,27.89,2000000,(1)102.12.30預售屋(2)新屋管委會尚未成立(3)車位總價200萬土地款130萬房屋款70萬
1079,1079,中正區,建物,臺北市中正區汀州路一段218巷1~30號,0,,1060123,土地0建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,70.3,2,2,1,有,無,3800000,54054,,0,0,含增建或未登記建物。
1080,1080,中正區,房地(土地+建物),臺北市中正區金門街12巷1~30號,51.62,住,1060505,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,NA,129.68,3,2,2,有,無,34800000,268353,,0,0,
1081,1081,文山區,房地(土地+建物)+車位,臺北市文山區忠順街二段85巷1~30號,27.85,住,1060418,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,235.21,3,2,2,有,有,46880000,217660,坡道平面,41.33,4680000,
1083,1083,中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路二段8巷1~30號,12.45,商,1060424,土地2建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041014,80.52,0,0,0,無,有,1.90E+07,235966,塔式車位,17.43,0,
1084,1084,文山區,房地(土地+建物)+車位,臺北市文山區三福街61~90號,14.87,住,1060420,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,151.92,2,1,1,有,有,20355000,133985,坡道平面,46,0,
1085,1085,文山區,房地(土地+建物),臺北市文山區台北市文山區辛亥路四段101巷61~90號,0.27,住,1060510,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710929,10.11,3,2,1,有,無,57282,5666,,0,0,(一)親友、員工或其他特殊關係間之交易。(二親等買賣)(二)本案權利人共兩人
1086,1086,中正區,房地(土地+建物),臺北市中正區汀州路二段91~120號,24.35,住,1060420,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720616,88.08,3,1,2,有,有,1.50E+07,170300,,0,0,
1087,1087,中正區,房地(土地+建物),臺北市中正區羅斯福路二段8巷1~30號,10.42,商,1060503,土地2建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041014,63.09,0,0,0,無,有,1.80E+07,285307,,0,0,
1088,1088,文山區,房地(土地+建物),臺北市文山區萬安街22巷1~30號,83.01,住,1060307,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,720728,119.7,3,2,2,有,有,12388000,103492,,0,0,
1089,1089,中正區,房地(土地+建物),臺北市中正區廈門街61~90號,5.08,商,1060321,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,50.77,1,2,1,有,有,11600000,228481,,0,0,
1090,1090,文山區,房地(土地+建物),臺北市文山區興隆路三段207巷12弄1~30號,29.29,住,1060407,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730830,129.25,3,2,2,有,有,9300000,71954,,0,0,含增建或未登記建物。
1091,1091,文山區,房地(土地+建物),臺北市文山區景興路181~210號,3.71,商,1060325,土地1建物1車位0,十七層,二十四層,套房(1房1廳1衛),住家用,見使用執照,850104,45.32,1,1,1,有,有,5600000,123566,,0,0,
1092,1092,中正區,房地(土地+建物),臺北市中正區仁愛路一段1~30號,108.56,住,1051230,土地5建物8車位0,一層，騎樓,六層,華廈(10層含以下有電梯),,鋼筋混凝土造,NA,359.46,0,0,0,無,有,170800000,475157,,0,0,
